"ESENYURT BELEDİYE STADI","03 Ekim 2015 Cumartesi","15:00 ","ESENYURT İNCİRTEPE - VARDAR","S.AL.","3.GRUP","CANER ERBİL","ALİ ANIL ÖZDEMİR","RAMAZAN GÜLHAN"
"FATİH MİMARSİNAN STADI","03 Ekim 2015 Cumartesi","11:00 ","Y.S.SELİM - DAMLASPOR","U-15","13.GRUP","YAĞIZ PİŞİRİR","FURKAN SAYGILAR","CEMAL NAİR"
"FATİH MİMARSİNAN STADI","03 Ekim 2015 Cumartesi","13:00 ","ALTINOK - ALTINASLAR","U-17","22.GRUP","FURKAN SAYGILAR","YAĞIZ PİŞİRİR","CEMAL NAİR"
"FERİKÖY STADI","03 Ekim 2015 Cumartesi","11:00 ","HALİDE EDİP ADIVAR - NURTEPE","U-15","15.GRUP","EROL KURT","ALİ KURT","CEM YEŞİL"
"GAZİ MAHALLESİ SAHASI","03 Ekim 2015 Cumartesi","15:00 ","KÜÇÜKKÖY KÜLTÜR - ÇELİKTEPE","U-17","14.GRUP","GÖKALP KURT","MUHAMMET HALİL DİZİEĞRİ","SEFA COŞKUN"
"GÖKTÜRK SAHASI","03 Ekim 2015 Cumartesi","15:00 ","GÖKTÜRK SARAYSPOR - K.K.BEKİR MEVLANA","U-15","9.GRUP","KADİR AKPINAR","MUHAMMED OĞULCAN MALKOÇ","ÜMMET SUCUOĞLU"
"GÜNGÖREN BLD. GÜNEŞTEPE SAHASI","03 Ekim 2015 Cumartesi","11:00 ","HAZNEDAR - G.O.PAŞA BARBAROS","U-15","5.GRUP","ERSEN ÇANK","VOLKAN GÜNDOĞDU","YASİN SAYIR"
"GÜNGÖREN BLD. GÜNEŞTEPE SAHASI","03 Ekim 2015 Cumartesi","13:00 ","HAZNEDAR ÇETİNKAYA - KÜÇÜKÇEKMECE","U-17","22.GRUP","VOLKAN GÜNDOĞDU","ERSEN ÇANK","SEYFETTİN ORAL"
"GÜNGÖREN BLD. GÜNEŞTEPE SAHASI","03 Ekim 2015 Cumartesi","15:00 ","GÜNGÖREN DOĞUŞ - KARTALTEPE","U-17","8.GRUP","SAMET TÜKENMEZ","AKIN KONUK","SEYFETTİN ORAL"
"HALKALI ETAP STADI","03 Ekim 2015 Cumartesi","09:00 ","KÜÇÜKÇEKMECE İ.Y. - ŞİRİNEVLER","U-15","13.GRUP","RAMAZAN ORDU","OKAN KARAÇALI","OĞUZ ARİF ÇELİK"
"HALKALI ETAP STADI","03 Ekim 2015 Cumartesi","11:00 ","İSTANBUL DEMİR - GÜNEŞLİ","U-15","5.GRUP","OKAN KARAÇALI","RAMAZAN ORDU","OĞUZ ARİF ÇELİK"
"HALKALI ETAP STADI","03 Ekim 2015 Cumartesi","13:00 ","İFA - GÜMÜŞDERE","U-15","23.GRUP","ŞAHİN DOLU","SAMET BAKİ ÜÇTEPE","ZEKERİYA ÖZTÜRK"
"HALKALI ETAP STADI","03 Ekim 2015 Cumartesi","15:00 ","BEZİRGANBAHÇE - BAKIRKÖY ASLAN","U-17","22.GRUP","SAMET BAKİ ÜÇTEPE","ŞAHİN DOLU","ZEKERİYA ÖZTÜRK"
"K.ÇEKMECE BLD. YEŞİLOVA KEMAL AKTAŞ STADI","03 Ekim 2015 Cumartesi","11:00 ","KOSOVA GÜÇSPOR - SEYRANTEPE OF","U-17","20.GRUP","MUZAFFER KURUN","İLKER YEŞİL","KUDRET DOĞAN"
"K.ÇEKMECE BLD. YEŞİLOVA KEMAL AKTAŞ STADI","03 Ekim 2015 Cumartesi","13:00 ","YENİUFUK - İSTANBULSPOR KULÜBÜ","U-17","16.GRUP","İLKER YEŞİL","MUZAFFER KURUN","KUDRET DOĞAN"
"K.ÇEKMECE BLD. YEŞİLOVA KEMAL AKTAŞ STADI","03 Ekim 2015 Cumartesi","15:00 ","K.Ç.YEŞİLOVA ESNAF - YÜCESPOR","S.AL.","3.GRUP","MEHMET MURAT KURT","MERTCAN YILMAZ","VOLKAN İPÇİOĞLU"
"KAĞITHANE BELEDİYESİ HASBAHÇE SAHASI","03 Ekim 2015 Cumartesi","13:00 ","HÜR.EĞİTİM - BAĞCILAR EVREN","U-15","11.GRUP","BARIŞ KOÇ","MÜCAHİD ADEM ÇELEBİ","BEKİR ÇALIŞKAN"
"KAĞITHANE BELEDİYESİ HASBAHÇE SAHASI","03 Ekim 2015 Cumartesi","15:00 ","KAĞITHANE ÇAĞLAYAN - İKİNCİ NESİL","U-15","7.GRUP","MÜCAHİD ADEM ÇELEBİ","BARIŞ KOÇ","BEKİR ÇALIŞKAN"
"KAĞITHANE BLD. MEHDİ SANCAK SAHASI","03 Ekim 2015 Cumartesi","09:00 ","SANAYİ MAHALLESİ - MAHMUTŞEVKETPAŞA","U-15","21.GRUP","ÖMER GÜLHAN","ATACAN ÖZATA","AHMET SERKAN ERSAN"
"KAĞITHANE BLD. MEHDİ SANCAK SAHASI","03 Ekim 2015 Cumartesi","11:00 ","SİMURG SPOR - AYAZAĞA","U-15","19.GRUP","ATACAN ÖZATA","ÖMER GÜLHAN","AHMET SERKAN ERSAN"
"KAĞITHANE BLD. MEHDİ SANCAK SAHASI","03 Ekim 2015 Cumartesi","13:00 ","YILDIZ - İKİTELLİ","U-15","21.GRUP","ÖZGÜR KORKMAZ","ÇAĞRI ONUR ÖZTÜRK","HİDAYET KARDAŞ"
"KAĞITHANE BLD. MEHDİ SANCAK SAHASI","03 Ekim 2015 Cumartesi","15:00 ","İSTANBUL GÜMÜŞHANE - FATİH HİLAL","U-17","24.GRUP","ÇAĞRI ONUR ÖZTÜRK","ÖZGÜR KORKMAZ","HİDAYET KARDAŞ"
"KAĞITHANE BLD. MEHMET AKİF ERSOY SAHASI","03 Ekim 2015 Cumartesi","11:00 ","ÖRNEKTEPE - PAZARİÇİ KÖPRÜLÜ","U-17","4.GRUP","AHMET ÜLGENSOY","HAKAN TALANAY","FURKAN CÜNEYT YEMENİCİ"
"KAĞITHANE BLD. MEHMET AKİF ERSOY SAHASI","03 Ekim 2015 Cumartesi","13:00 ","CEVİZLİSPOR - BATI TRAKYA","U-17","28.GRUP","HAKAN TALANAY","AHMET ÜLGENSOY","FURKAN CÜNEYT YEMENİCİ"
"KAĞITHANE BLD. MEHMET AKİF ERSOY SAHASI","03 Ekim 2015 Cumartesi","15:00 ","PİYALEPAŞA - Y.GÜNEŞ","U-17","18.GRUP","MUSTAFA BOSTAN","MEHMET BAHATTİN ÖZBABA","AHMET ENES ÇEVİK"
"KAĞITHANE BLD. NURTEPE SUNİ ÇİM STADI","03 Ekim 2015 Cumartesi","13:00 ","GÜZELTEPE - SEKBANLAR SPOR","U-15","25.GRUP","MEMET YALÇIN","UĞUR ELMAS","KÜBRA COŞGUN"
"KAĞITHANE BLD. NURTEPE SUNİ ÇİM STADI","03 Ekim 2015 Cumartesi","15:00 ","NURTEPE GÜNEYYILDIZI - YILDIZTABYA","U-17","16.GRUP","UĞUR ELMAS","MEMET YALÇIN","KÜBRA COŞGUN"
"KAĞITHANE BLD. SADABAD SAHASI","03 Ekim 2015 Cumartesi","09:00 ","GÜNYAMAÇ - ÖZALİBEYKÖY","U-15","23.GRUP","FURKAN ÇOBAN","DOĞAN ALTUNBAŞ","AHMET KARADAĞ"
"KAĞITHANE BLD. SEYRANTEPE STADI","03 Ekim 2015 Cumartesi","13:00 ","ÇELİKTEPE ÜMİT - MERKEZEFENDİ","S.AL.","1.GRUP","ALİ SARISOY","ÖMER KİBİROĞLU","GÖKHAN CELEP"
"KAĞITHANE BLD. SEYRANTEPE STADI","03 Ekim 2015 Cumartesi","15:00 ","MECİDİYEKÖY - DUDULLU","S.AL.","7.GRUP","RECEP BUĞRA ÇETİN","AYKUT ÜŞENTİ","TAYYAR BURAK DURMUŞ"
"KAĞITHANE BLD. YAHYA KEMAL SAHASI","03 Ekim 2015 Cumartesi","11:00 ","ÇELİKTEPE ÜMİT - ABİDEİ HÜRRİYET","U-17","6.GRUP","OSMAN ŞAHİN","EROL ERNEK","CUMHUR GÜLEÇ"
"KAĞITHANE BLD. YAHYA KEMAL SAHASI","03 Ekim 2015 Cumartesi","13:00 ","YAHYA KEMAL - İSTANBUL GÜNGÖREN","U-17","12.GRUP","EROL ERNEK","CUMHUR GÜLEÇ","OSMAN ŞAHİN"
"KAĞITHANE BLD. YAHYA KEMAL SAHASI","03 Ekim 2015 Cumartesi","15:00 ","ŞİRİNTEPE - ES. KULÜP ATLETİK","U-17","4.GRUP","CUMHUR GÜLEÇ","OSMAN ŞAHİN","EROL ERNEK"
"KANARYA SAHASI","03 Ekim 2015 Cumartesi","09:00 ","HALKALI ÇAMLIKALTI - BEŞTELSİZ","U-15","13.GRUP","HÜSNÜ YELKEN","KORAY KOÇAK","TAYLAN POLAT"
"KANARYA SAHASI","03 Ekim 2015 Cumartesi","11:00 ","KANARYA AZİM - BAĞCILAR ASİL KARTAL","U-15","11.GRUP","KORAY KOÇAK","HÜSNÜ YELKEN","TAYLAN POLAT"
"KANARYA SAHASI","03 Ekim 2015 Cumartesi","13:00 ","ÖZ YARIMBURGAZ - PINARSPOR","U-17","10.GRUP","ALİ DERE","MAİL YILMAZ","KADİR MUTLU"
"KANARYA SAHASI","03 Ekim 2015 Cumartesi","15:00 ","KANARYA - BAHÇELİEVLER ÇINAR","U-17","16.GRUP","MAİL YILMAZ","ALİ DERE","KADİR MUTLU"
"KARADENİZ TEKİN KÜÇÜKALİ STADI","03 Ekim 2015 Cumartesi","11:00 ","KARADENİZ - BAĞCILAR","U-15","19.GRUP","SEZER DEMİR 1","İRFAN AYDIN","MUSTAFA RIDVANOĞLU"
"KARADENİZ TEKİN KÜÇÜKALİ STADI","03 Ekim 2015 Cumartesi","13:00 ","İSTANBUL BAFRA - BEŞYÜZEVLER","U-15","17.GRUP","İRFAN AYDIN","SEZER DEMİR 1","MUSTAFA RIDVANOĞLU"
"KARADENİZ TEKİN KÜÇÜKALİ STADI","03 Ekim 2015 Cumartesi","15:00 ","ÖZ Y.SELİM - EMİREFENDİ","U-17","18.GRUP","ADEM YALÇIN","FATİH GÖKÇE","MUSTAFA RIDVANOĞLU"
"KOCASİNAN SAHASI","03 Ekim 2015 Cumartesi","09:00 ","B.EVLER FUTBOL ATLETİK - ASLANTEPE","U-17","28.GRUP","SERKAN KARACA","ALİCAN UZ","FERHAT KURNE"
"KOCASİNAN SAHASI","03 Ekim 2015 Cumartesi","11:00 ","BAHÇELİEVLER İ.Y. - ESENLER","U-17","18.GRUP","KEMAL KÜÇÜKUYSAL","ALİCAN UZ","FERHAT KURNE"
"KOCASİNAN SAHASI","03 Ekim 2015 Cumartesi","13:00 ","KOCASİNAN - THY","U-17","16.GRUP","TOLGA ODABAŞI","SEYİT KARAKOÇ","YALÇIN ŞEKER"
"KOCASİNAN SAHASI","03 Ekim 2015 Cumartesi","15:00 ","BAHÇELİEVLER OLİMPİK - ARENA OLİMPİK GSK","U-17","6.GRUP","SONER DEMİRALP","SEYİT KARAKOÇ","YALÇIN ŞEKER"
"KÜÇÜKKÖY STADI","03 Ekim 2015 Cumartesi","15:00 ","GOP.ŞEMSİPAŞA - İSTANBUL ARTVİN","U-15","17.GRUP","SAVAŞ ÇELİK","FUAT YILDIRIM","NİHAT ÇETİNLERDEN"
"MERKEZEFENDİ STADI","03 Ekim 2015 Cumartesi","11:00 ","YEŞİLILGAZ - EROKSPOR","U-15","21.GRUP","UMUT KİBRİT","GÖKHAN DOĞANER","RUKEN DAĞ"
"MERKEZEFENDİ STADI","03 Ekim 2015 Cumartesi","13:00 ","TELSİZ - SULTANÇİFTLİĞİ","U-15","5.GRUP","GÖKHAN DOĞANER","UMUT KİBRİT","RUKEN DAĞ"
"MERKEZEFENDİ STADI","03 Ekim 2015 Cumartesi","15:00 ","IRMAKSPOR - ZEKERİYAKÖY","U-17","4.GRUP","FATİH AKCA","GÖRKEM ÖZDENER","İBRAHİM ARDA ALUÇ"
"NAMIK SEVİK STADI","03 Ekim 2015 Cumartesi","11:00 ","VARDAR - AVCILAR BELEDİYE","U-15","9.GRUP","RESUL KOCAMEŞE","BAYRAM YÜKSEL KUŞ","SEMİH TÖRÜN"
"NAMIK SEVİK STADI","03 Ekim 2015 Cumartesi","13:00 ","KOCAMUSTAFAPAŞA - BAĞCILAR İ.Y.CEMSPOR","U-17","26.GRUP","BAYRAM YÜKSEL KUŞ","RESUL KOCAMEŞE","SEMİH TÖRÜN"
"NAMIK SEVİK STADI","03 Ekim 2015 Cumartesi","15:00 ","KADIRGA - ACIBADEM","S.AL.","5.GRUP","SERHAT KORKMAZ","MUHAMMET SAİD GENÇ","HASAN ULAŞ ÖZMEN"
"OKMEYDANI FETİH SAHASI","03 Ekim 2015 Cumartesi","12:00 ","OKMEYDANI FETİH - İSTANBUL SOMA","U-15","19.GRUP","MEHMET OĞUZHAN SAVAŞ","İSLAM TUĞRUL YILDIRIM","MUHAMMED ALPEREN ERAVŞAR"
"SARIYER BLD. ÇAYIRBAŞI STADI","03 Ekim 2015 Cumartesi","09:00 ","R.KAVAĞI - İST.BAYBURT","U-17","28.GRUP","SAMET KURT","BURAK AŞCI","OĞUZ ARİF ÇELİK"
"SARIYER BLD. ÇAYIRBAŞI STADI","03 Ekim 2015 Cumartesi","11:00 ","POLİGON FETHİYE - ÖZGENSPOR","U-17","20.GRUP","BURAK AŞCI","SAMET KURT","OĞUZ ARİF ÇELİK"
"SARIYER BLD. ÇAYIRBAŞI STADI","03 Ekim 2015 Cumartesi","13:00 ","YENİKÖY - KÜÇÜKKÖY","U-17","12.GRUP","OSMAN ŞEN","MERT ÇİL","FURKAN KARACA"
"SARIYER BLD. ÇAYIRBAŞI STADI","03 Ekim 2015 Cumartesi","15:00 ","İSTİNYE - GÜNEŞLİ","S.AL.","7.GRUP","FURKAN NURÇİN","İZZET EROL","UĞUR ALTAY"
"SEFAKÖY KARTAL SAHASI","03 Ekim 2015 Cumartesi","09:00 ","SULTANMURAT - OKSPOR","U-15","11.GRUP","OĞUZ FAZLI","RAMAZAN ŞAHAN","MEHMET AYBEK SÜT"
"SEFAKÖY KARTAL SAHASI","03 Ekim 2015 Cumartesi","11:00 ","S.KARTAL - BEYLİKDÜZÜ GELİŞİM","U-17","18.GRUP","RAMAZAN ŞAHAN","OĞUZ FAZLI","MEHMET AYBEK SÜT"
"SEFAKÖY KARTAL SAHASI","03 Ekim 2015 Cumartesi","13:00 ","İSTANBUL SİNOP - SİYAVUŞPAŞA","U-17","14.GRUP","ABDÜLKADİR ÇÖÇEN","EMRE GÜLLE","İBRAHİM YILMAZ"
"SEFAKÖY KARTAL SAHASI","03 Ekim 2015 Cumartesi","15:00 ","HALKALI TAŞTEPE - ESENLER TURGUTREİS","U-17","10.GRUP","EMRE GÜLLE","ABDÜLKADİR ÇÖÇEN","İBRAHİM YILMAZ"
"SEYİT ATEŞ STADI","03 Ekim 2015 Cumartesi","13:00 ","BAYRAMPAŞA DEMİR - ESEN BAYBURT","U-15","21.GRUP","ALPEREN ÜNAL","RAMAZAN GÜLHAN","MİRAÇ BURAK ÖZDÖL"
"SEYİT ATEŞ STADI","03 Ekim 2015 Cumartesi","15:00 ","İST.GENÇLERBİRLİĞİ - HAVATAŞ SPOR","U-15","7.GRUP","RAMAZAN GÜLHAN","ALPEREN ÜNAL","MİRAÇ BURAK ÖZDÖL"
"VEFA STADI","03 Ekim 2015 Cumartesi","12:00 ","VEFASPOR - A.PARSELLER","U-15","25.GRUP","BÜLENT GÖRECİ","HALİL İBRAHİM KİBiROĞLU","ÇAĞRI KAYA"
"YILDIZTABYA STADI","03 Ekim 2015 Cumartesi","13:00 ","YEŞİLPINAR - SOĞUKSUSPOR","S.AL.","5.GRUP","ANIL ERGİN","TOLGA BURHAN SÖNMEZ","TUĞÇE KAMALI"
"YILDIZTABYA STADI","03 Ekim 2015 Cumartesi","15:00 ","PAZARİÇİ KÖPRÜLÜ - GÜNGÖRENSPOR","S.AL.","1.GRUP","SERTAN DENİZ","ETEM CAN YAŞAR","SONER AKGÖZ"
"ZARA EKİNLİ STADI","03 Ekim 2015 Cumartesi","11:00 ","SULTANGAZİ - BOLLUCA","U-15","9.GRUP","UĞUR GÖKALP","UMUTCAN BAYRAM","AHMET DELİAHMETOĞLU"
"ZARA EKİNLİ STADI","03 Ekim 2015 Cumartesi","13:00 ","ZARA EKİNLİ - MURADİYE","U-17","10.GRUP","UMUTCAN BAYRAM","UĞUR GÖKALP","AHMET DELİAHMETOĞLU"
"ZARA EKİNLİ STADI","03 Ekim 2015 Cumartesi","15:00 ","ESENTEPE ADIYAMAN - SELİMPAŞA","S.AL.","7.GRUP","KEMAL MAVİ","HÜSEYİN GÜNEŞLİ","BERKAY SALMAN"
"ZEYTİNBURNU BLD.HASAN DOĞAN SAHASI","03 Ekim 2015 Cumartesi","11:00 ","EROĞLU - İST. ESENLER TOKAT","U-15","15.GRUP","ATIF ÖMER ÜÇGÜL","ÖMÜR KONT","SEFA UĞUR ÖZBAKIR"
"ZEYTİNBURNU BLD.HASAN DOĞAN SAHASI","03 Ekim 2015 Cumartesi","13:00 ","SELVİSPOR - AVCILAR YEŞİLKENT","U-17","6.GRUP","FERDİ SERT","ÖMÜR KONT","SEFA UĞUR ÖZBAKIR"
"ZEYTİNBURNU BLD.HASAN DOĞAN SAHASI","03 Ekim 2015 Cumartesi","15:00 ","DAMLASPOR - KARABEKİRSPOR","S.AL.","5.GRUP","MAHMUT HASAN KÜÇÜK","MEVLÜT AYGÜN","FURKAN OLCAŞ"
"ZEYTİNBURNU STADI","03 Ekim 2015 Cumartesi","15:00 ","ZEYTİNBURNU - OKSPOR","S.AL.","7.GRUP","AYTAÇ GEÇGEL","MUHARREM MERAL","ERHAN GÜLER"
"ALEMDAĞ STADYUMU","03 Ekim 2015 Cumartesi","13:00 ","ÇEKMEKÖYSPOR - PENDİKGÜCÜ","U-15","27.GRUP","SÜHEYL ONUR SIRMA","ENGİN GÜLDEMİR","HAKAN MAHMUTOĞLU"
"ALEMDAĞ STADYUMU","03 Ekim 2015 Cumartesi","15:00 ","ÇEKMEKÖYSPOR - GÜNYAMAÇ","S.AL.","7.GRUP","ÇAĞRI KAYA","SAMET CANGİR","AHMET MERT CAM"
"BULVAR MİMAR KUBİLAY KÖSE STADI","03 Ekim 2015 Cumartesi","15:00 ","K.CEVİZLİ G.GÜCÜ - İSTANBUL ALTINORDU","U-17","30.GRUP","MUSTAFA CEM BÜYÜK","OSMAN DURMAZ","AHMET MİDİLLİ"
"ÇAKMAK SAHASI","03 Ekim 2015 Cumartesi","15:00 ","ÜMRANİYE - ÇATALCA","U-17","40.GRUP","SELİM ATALAY","SEDAT KORUM","EMRE SEZGİN"
"DOLAYOBA SAHASI","03 Ekim 2015 Cumartesi","13:00 ","DOLAYOBA - YAMANSPOR","U-15","33.GRUP","EREN ACAR","BATUHAN KULA","ALİ ERAY UÇAR"
"DOLAYOBA SAHASI","03 Ekim 2015 Cumartesi","15:00 ","PENDİK VELİBABA - ESENKENT","U-17","34.GRUP","AHMET GÜLÜMSER","BATUHAN KULA","ALİ ERAY UÇAR"
"DUDULLU STADI","03 Ekim 2015 Cumartesi","13:00 ","DUDULLU - BALKAN YEŞİLBAĞLAR","U-15","27.GRUP","MUSTAFA CAN ESEN","MESUT KIRBAŞ","FATİH DÖNMEZ"
"FİKİRTEPE DUMLUPINAR SAHASI","03 Ekim 2015 Cumartesi","13:00 ","İÇERENKÖY İ.Y. - BAĞLARBAŞI","U-15","27.GRUP","YAKUP AKBAŞOĞLU","UFUKCAN PÜR","BERKAY AKSAY"
"FİKİRTEPE DUMLUPINAR SAHASI","03 Ekim 2015 Cumartesi","15:00 ","ATAŞEHİR DOĞUŞ - GİRNE GENÇLİK","U-17","36.GRUP","MUHAMMED ENES ÖZEL","YAKUP AKBAŞOĞLU","UFUKCAN PÜR"
"İSTANBUL SİTE SAHASI","03 Ekim 2015 Cumartesi","15:00 ","ÖZATAŞEHİR - BAŞIBÜYÜKSPOR","U-17","36.GRUP","UMUT TAN SARIGÜL","MURAT AYCİBİN","EMRULLAH TURAN"
"KARTAL YUNUS SAHASI","03 Ekim 2015 Cumartesi","15:00 ","KARTALGÜCÜ - LİBADE","U-17","34.GRUP","YUSUF KAYA","OĞUZHAN MEHMET ELÇİ","FATİH GÜLTEKİN"
"KAYNARCA SAHASI","03 Ekim 2015 Cumartesi","12:00 ","PENDİK ESENYALI - FERAHSPOR","U-15","33.GRUP","VOLKAN UÇKAN","DENİZ ENDER KARATEPE","CAN SARAK"
"KAYNARCA SAHASI","03 Ekim 2015 Cumartesi","13:30 ","PENDİK DOĞAN - KBS KURTKÖY","U-15","29.GRUP","GÜLÜMSER KARAKUŞ","DENİZ ENDER KARATEPE","CAN SARAK"
"KAYNARCA SAHASI","03 Ekim 2015 Cumartesi","15:00 ","PENDİKGÜCÜ - AVCILAR BELEDİYE","S.AL.","5.GRUP","OĞUZHAN UĞURLU","MEHMET EMİN TUĞRAL","YILMAZ KAYHAN"
"MALTEPE BAŞIBÜYÜK STADI","03 Ekim 2015 Cumartesi","11:00 ","GÜLSUYU - ANADOLU HİSARI","U-15","31.GRUP","KORAY UCUZAL","MUHAMMET ÇEĞİL","MAHMUT SELİM MİSİR"
"MALTEPE BAŞIBÜYÜK STADI","03 Ekim 2015 Cumartesi","13:00 ","GÜLSUYU - SİLİVRİ ALİBEY","S.AL.","5.GRUP","YUSUF BOZDOĞAN","BURAK AŞIK","BURAK AKSU"
"MALTEPE BAŞIBÜYÜK STADI","03 Ekim 2015 Cumartesi","15:00 ","ATAŞEHİR ÇAMOLUK - NURTEPE","S.AL.","3.GRUP","MELİH ORTAKÇI","İBRAHİM TOKMAK","MEHMET CAN KÜÇÜK"
"MALTEPE BLD. İDEALTEPE SUNİ ÇİM STADI","03 Ekim 2015 Cumartesi","11:00 ","GÜLENSU SPOR - KOZYATAĞI","U-17","30.GRUP","FURKAN ULUTÜRK","MERTCAN YİĞİT","MESUT DOĞAN"
"MALTEPE BLD. İDEALTEPE SUNİ ÇİM STADI","03 Ekim 2015 Cumartesi","13:00 ","1453 MALTEPE GENÇLİK - İDEALTEPESPOR","U-17","32.GRUP","KENAN EMİR YILDIZ","MERTCAN YİĞİT","MESUT DOĞAN"
"MALTEPE BLD. İDEALTEPE SUNİ ÇİM STADI","03 Ekim 2015 Cumartesi","15:00 ","TAÇSPOR - ÇAMLICASPOR","U-17","30.GRUP","KAĞAN KANBUR","İDRİSCAN OCAKDAN","MUHAMMED FATİH SÜS"
"ORTAÇEŞME SAHASI","03 Ekim 2015 Cumartesi","15:00 ","ORTAÇEŞME - FETİH KELKİT","U-17","32.GRUP","EREN ERDOĞAN","MAHİR KOCA","HÜSEYİN YURDUNGÜZELİ"
"PAŞABAHÇE STADI","03 Ekim 2015 Cumartesi","13:00 ","BEYKOZ 1908 - YAKACIK","U-17","36.GRUP","İRFAN AGİN","SAVAŞ İLHAN","MURAT SÖBÜ"
"PAŞABAHÇE STADI","03 Ekim 2015 Cumartesi","15:00 ","PAŞABAHÇE - ACIBADEM ÜSKÜDAR","U-17","30.GRUP","SAVAŞ İLHAN","İRFAN AGİN","MURAT SÖBÜ"
"PENDİK KURTKÖY SAHASI","03 Ekim 2015 Cumartesi","15:00 ","KURTKÖYSPOR - BOSTANCI","S.AL.","3.GRUP","ATAKAN KOZİK","ALİ OSMAN BOYRAZ","ERTUNÇ KAPLAN"
"RİVA STADI","03 Ekim 2015 Cumartesi","13:00 ","RİVASPOR - K.BULVARSPOR","U-15","31.GRUP","ALPEREN MİSKET","YİĞİT EROĞLU","MERT ÖNGEL"
"SARIGAZİ STADYUMU","03 Ekim 2015 Cumartesi","11:00 ","SANCAKTEPE - ARTUKBEY İ.Ö","U-15","29.GRUP","GONCA ŞEHİTOĞLU","ERTUĞRUL KÖSTERELİOĞLU","BEDİRHAN YİĞİTBAŞ"
"SARIGAZİ STADYUMU","03 Ekim 2015 Cumartesi","13:00 ","SANCAKTEPE ZİGANA - SİTESPOR","U-15","31.GRUP","ERTUĞRUL KÖSTERELİOĞLU","GONCA ŞEHİTOĞLU","BEDİRHAN YİĞİTBAŞ"
"SARIGAZİ STADYUMU","03 Ekim 2015 Cumartesi","15:00 ","ORTADAĞSPOR - ÇENGELKÖY","U-17","38.GRUP","ALAATTİN DEMİR","AKIN GÜLSEV","ALİ KOÇ"
"SELİMİYE STADI","03 Ekim 2015 Cumartesi","14:00 ","BEŞİKTAŞ A.Ş. - KASIMPAŞA",NULL,"C.C.U17 ELİT","SÜLEYMAN YÖRÜK","SERCAN YALÇIN-2","ONUR FUAT YARLİ"
"SELİMİYE STADI","03 Ekim 2015 Cumartesi","16:00 ","SELİMİYE - KAYNARCA","U-17","34.GRUP","OZAN YALÇIN","CEMİL OLGUN CAN","HAYRETTİN CAN KAYA"
"SPOR AKADEMİSİ SAHASI","03 Ekim 2015 Cumartesi","11:00 ","KEMAHSPOR - KURTKÖYSPOR","U-15","31.GRUP","BURAK CANBULAT","GÜRKAN ÇAKAR","MEHMET GENÇ "
"SPOR AKADEMİSİ SAHASI","03 Ekim 2015 Cumartesi","13:00 ","ÇUBUKLU - MALTEPE BELEDİYE","U-15","33.GRUP","GÜRKAN ÇAKAR","BURAK CANBULAT","MEHMET GENÇ "
"SPOR AKADEMİSİ SAHASI","03 Ekim 2015 Cumartesi","15:00 ","ÜSKÜDAR SALACAK - GÜMÜŞSUYU","U-17","36.GRUP","GÜRKAN MAHMUTOĞLU","MEHMET OKAY","MUSA KARAÇAY"
"SPOR AKADEMİSİ STADI","03 Ekim 2015 Cumartesi","13:00 ","KAVACIK - CEVİZLİ ANADOLU","U-17","38.GRUP","SEDAT TAŞPINAR","YAVUZ ÖZDEMİR","SERHAT YELKE"
"SPOR AKADEMİSİ STADI","03 Ekim 2015 Cumartesi","15:00 ","A.ÜSKÜDAR 1908 - BAYRAMPAŞA","U-17","40.GRUP","YAVUZ ÖZDEMİR","SEDAT TAŞPINAR","SERHAT YELKE"
"SULTANBEYLİ 75. YIL STADI","03 Ekim 2015 Cumartesi","11:00 ","SULTANBEYLİ - MODAFEN","U-17","35.GRUP","ŞADİ BAHADIR ÇAĞLAYAN","TUGAY ŞAHİN","TOLGAHAN KÜÇÜK"
"SULTANBEYLİ 75. YIL STADI","03 Ekim 2015 Cumartesi","15:00 ","SULTANBEYLİ - RAMİ","S.AL.","1.GRUP","CİHANGİR ÖZBEK","SERCAN ÇOLAK","TAYFUN SONSÖZLÜ"
"SULTANBEYLİ BLD. SAHASI","03 Ekim 2015 Cumartesi","15:00 ","SULTANBEYLİ BLD. - TUZLASPOR","U-17","40.GRUP","HAMİT GÖKAY OKTAV","ÖMER KOCATEPE","ADNAN GÜNDOĞDU"
"YENİSAHRA SUNİ ÇİM STADI","03 Ekim 2015 Cumartesi","15:00 ","ATAŞEHİR YONCA SPOR - RÜZGARLIBAHÇE","U-17","32.GRUP","İBRAHİM BİRKAN AKKAYA","HÜSEYİN CAN","MERT MUHAMMED KAÇAN"
"BEYLİKDÜZÜ STADI","03 Ekim 2015 Cumartesi","11:00 ","İSTANBUL BEYLİKDÜZÜ - GÜRPINAR","U-15","2.GRUP","ERGİN EMİN YÜKSEL","YUSUF ALTUN","İLKİM AYSU YILDIZ"
"MİMARSİNAN BABA HAKKI STADI","03 Ekim 2015 Cumartesi","11:00 ","B.Ç.M.SİNAN - ÇATALCA ÖZNAKKAŞ","U-15","2.GRUP","MEHMET KAAN AVCI","YÜKSEL BÜYÜKTANIR","YASİN SAYIR"
"ÇATALCA STADI","03 Ekim 2015 Cumartesi","15:00 ","ÇATALCA - SİLİVRİSPOR","U-15","35.GRUP","ERTUĞRUL YOLCU","BERKAY URLU","ÖMÜR KONT"
