"KARTAL YUNUS SAHASI","28 Kasım 2015 Cumartesi","10:00 ","KARTALGÜCÜ - KÜÇÜKYALI YELKEN","U-17","34.GRUP","TAYLAN GİRGİN","MUHAMMET ÇEĞİL","UĞUR KAM"
"KARTAL YUNUS SAHASI","28 Kasım 2015 Cumartesi","12:00 ","KARTALSPOR - SARIYER","CC.U1","Coca-Cola U1","UĞUR ALTAY","ANIL BEHRAN AKSU","MEHMET ESEN"
"KARTAL YUNUS SAHASI","28 Kasım 2015 Cumartesi","14:00 ","KARTALSPOR - SARIYER","CC.U1","Coca-Cola U1","GÜRKAN MAHMUTOĞLU","ANIL BEHRAN AKSU","MEHMET ESEN"
"KAYNARCA SAHASI","28 Kasım 2015 Cumartesi","12:30 ","DOLAYOBA - EROKSPOR","S.AL.","1.GRUP","MELİH ORTAKCI","HAKAN YOLDAŞ","MEHMET CAN KÜÇÜK"
"KAYNARCA SAHASI","28 Kasım 2015 Cumartesi","14:30 ","BALKAN YEŞİLBAĞLAR - 1877 ALEMDAĞ","1.AL.","17.GRUP","ONUR ESER","ALPEREN MİSKET","İBRAHİM ETHEM YILMAZ"
"MALTEPE BAŞIBÜYÜK STADI","28 Kasım 2015 Cumartesi","11:00 ","İÇERENKÖY İ.Y. - PENDİKGÜCÜ","U-15","27.GRUP","LÜTFİ YAKUT","ENGİN AKTAŞ","EMRULLAH TURAN"
"MALTEPE BAŞIBÜYÜK STADI","28 Kasım 2015 Cumartesi","12:30 ","GÜLSUYU - K.BULVARSPOR","U-15","31.GRUP","MEHMET GÖKTEPE","ENGİN AKTAŞ","EMRULLAH TURAN"
"MALTEPE BAŞIBÜYÜK STADI","28 Kasım 2015 Cumartesi","14:30 ","1923 ESENKENT - ORHANLISPOR","1.AL.","15.GRUP","OZAN YALÇIN","UFUKCAN PÜR","İLKER ŞENEL"
"MALTEPE BLD. İDEALTEPE SUNİ ÇİM STADI","28 Kasım 2015 Cumartesi","10:45 ","1453 MALTEPE GENÇLİK - FETİH KELKİT","U-17","32.GRUP","SÜHEYL ONUR SIRMA","MERT ÖNGEL","ADNAN GÜNDOĞDU"
"MALTEPE BLD. İDEALTEPE SUNİ ÇİM STADI","28 Kasım 2015 Cumartesi","12:30 ","KOZYATAĞI - ACIBADEM ÜSKÜDAR","U-17","30.GRUP","SERHAT MATARACI","FİKRİ TOKA","BEDİRHAN YİĞİTBAŞ"
"MALTEPE BLD. İDEALTEPE SUNİ ÇİM STADI","28 Kasım 2015 Cumartesi","14:30 ","BOSTANCI - PENDİK DOĞAN","U-15","29.GRUP","OĞUZHAN MARANGOZ","MAHMUT SELİM MİSİR","HACI YAĞIZ BAŞOĞLU"
"ORTAÇEŞME SAHASI","28 Kasım 2015 Cumartesi","09:00 ","GÜMÜŞSUYU - BAŞIBÜYÜKSPOR","U-17","36.GRUP","MERT MUHAMMED KAÇAN","ATİLLA UÇAN","MEHMET GENÇ "
"ORTAÇEŞME SAHASI","28 Kasım 2015 Cumartesi","10:45 ","ORTAÇEŞME - ANADOLU KARTALLARI","U-17","32.GRUP","MESUT ÖCAL","ATİLLA UÇAN","MEHMET GENÇ "
"ORTAÇEŞME SAHASI","28 Kasım 2015 Cumartesi","12:30 ","ÇUBUKLU - FERAHSPOR","U-15","33.GRUP","CAN KARAMAN","FATİH ŞAHİN","MEHMET OKAY"
"ORTAÇEŞME SAHASI","28 Kasım 2015 Cumartesi","14:30 ","ÇUBUKLU - DAVUTPAŞA","S.AL.","1.GRUP","MÜJDAT DUMAN","RIFAT TAŞGIN","TOLGA GÜRLER"
"ÖMERLİ STADI","28 Kasım 2015 Cumartesi","12:00 ","SOĞUKSUSPOR - RÜZGARLIBAHÇE","U-17","32.GRUP","GÖKHAN DERELİ","SERDAR GÜLŞEN","SERKAN HANOĞLU"
"ÖMERLİ STADI","28 Kasım 2015 Cumartesi","14:00 ","ÖMERLİSPOR - KARTAL ÇAVUŞOĞLU","1.AL.","17.GRUP","SERDAR GÜLŞEN","GÖKHAN DERELİ","SERKAN HANOĞLU"
"PAŞABAHÇE STADI","28 Kasım 2015 Cumartesi","12:00 ","BEYKOZ ÇAVUŞBAŞI - FİKİRTEPE DUMLUPINAR","1.AL.","17.GRUP","ERTUĞRUL KÖSTERELİOĞLU","GÜRKAN ÇAKAR","KENAN SAĞLAM"
"PAŞABAHÇE STADI","28 Kasım 2015 Cumartesi","14:00 ","SOĞUKSUSPOR - PENDİKGÜCÜ","S.AL.","5.GRUP","SELAMET YILMAZ","BARBAROS BAYRAK","BURAK AŞIK"
"PAŞABAHÇE STADI","28 Kasım 2015 Cumartesi","16:00 ","PAŞABAHÇE - İSTANBUL ALTINORDU","U-17","30.GRUP","OĞUZCAN ALINCA","MUHAMMED ŞEBİN","KAAN ŞENER"
"PENDİK KURTKÖY SAHASI","28 Kasım 2015 Cumartesi","12:30 ","PENDİK ESENYALI - ÇAKMAKSPOR","U-15","33.GRUP","ALPARSLAN ALTUNTAŞ","OKAN COŞKUN","İDRİSCAN OCAKDAN"
"PENDİK KURTKÖY SAHASI","28 Kasım 2015 Cumartesi","14:30 ","PENDİK DOĞAN - ÖRNEKKÖY SPOR","1.AL.","15.GRUP","HAMİT GÖKAY OKTAV","OKAN COŞKUN","İDRİSCAN OCAKDAN"
"SARIGAZİ STADYUMU","28 Kasım 2015 Cumartesi","10:00 ","SANCAKTEPE - HAYDARPAŞA ","U-15","29.GRUP","MUHAMMET KOCATÜRK","ADEM AYKUT ÖZEN","ENİS KILIÇ"
"SARIGAZİ STADYUMU","28 Kasım 2015 Cumartesi","12:00 ","SANCAKTEPE BLD. - KIRKLARELİSPOR","CC.U1","Coca-Cola U1","EREN ACAR","MAHİR KOCA","MUHAMMET ÇOLAK"
"SARIGAZİ STADYUMU","28 Kasım 2015 Cumartesi","14:00 ","SANCAKTEPE ZİGANA - RİVASPOR","U-15","31.GRUP","BATUHAN KULA","AKIN GÜLSEV","ENGİN GÜLDEMİR"
"SELİMİYE STADI","28 Kasım 2015 Cumartesi","12:00 ","BEŞİKTAŞ A.Ş. - EYÜPSPOR","CC.U1","Coca-Cola U1","AZİZ MAHMUT GÖLEBATMAZ","AHMET MİDİLLİ","AHMET CAN DÖŞEMECİ"
"SELİMİYE STADI","28 Kasım 2015 Cumartesi","14:00 ","VALİDE TAYFUN - TUZLA ŞİFA","1.AL.","15.GRUP","KENAN BARIŞ SOYSAL","ÇİMEN KÜÇÜK","ESRA PARLAK"
"SELİMİYE STADI","28 Kasım 2015 Cumartesi","16:00 ","SELİMİYE - ESENKENT","U-17","34.GRUP","SİNAN KARAKAŞ","MURAT BENLİ","MURAT ÖĞME"
"SULTANBEYLİ 75. YIL STADI","28 Kasım 2015 Cumartesi","12:30 ","BEYLERBEYİ - KASIMPAŞA","CC.U1","Coca-Cola U1","FURKAN ULUTÜRK","TAYFUN SONSÖZLÜ","SEFER YESİR"
"SULTANBEYLİ 75. YIL STADI","28 Kasım 2015 Cumartesi","14:30 ","ORTADAĞSPOR - FK 1864","U-17","38.GRUP","AHMET GÜLÜMSER","TAYFUN SONSÖZLÜ","SEFER YESİR"
"SULTANBEYLİ BLD. SAHASI","28 Kasım 2015 Cumartesi","14:00 ","SULTANBEYLİ BLD. - ÇATALCA","U-17","40.GRUP","BURAK CANBULAT","KÜRŞAT KAAN POYRAZ","MAHMUT FIRAT"
"ŞİLE STADI","28 Kasım 2015 Cumartesi","14:30 ","ŞİLE YILDIZ - ESENLER","S.AL.","2.GRUP","MERT BÜYÜKGİRAY","MUHARREM MERAL","SAMET CANGİR"
"YENİSAHRA SUNİ ÇİM STADI","28 Kasım 2015 Cumartesi","12:30 ","ATAŞEHİR YONCA SPOR - İDEALTEPESPOR","U-17","32.GRUP","MURAT AKBAY","MURAT AKTAŞ","İLHAN ASİLKAN VAROL"
"YENİSAHRA SUNİ ÇİM STADI","28 Kasım 2015 Cumartesi","14:30 ","BAĞLARBAŞI - K.Ç.YEŞİLOVA ESNAF","S.AL.","3.GRUP","SERTAN BAKAN","MUSA ÇOPUR","YAKUP AKBAŞOĞLU"
"BEYLİKDÜZÜ STADI","29 Kasım 2015 Pazar","10:45 ","AVCILAR YEŞİLKENT - HÜR.GÜCÜ","U-15","12.GRUP","GÖKHAN DOĞANER","MURAT DUMAN","HÜSEYİN CAN ÇİRKİN"
"BEYLİKDÜZÜ STADI","29 Kasım 2015 Pazar","12:30 ","İSTANBULSPOR A.Ş. - PENDİKSPOR","C.C.U","Coca-Cola U1","YİĞİTHAN UÇAR","YASİN ESEN","BARIŞ KOÇ"
"BEYLİKDÜZÜ STADI","29 Kasım 2015 Pazar","14:30 ","BEYLİKDÜZÜ 2011 - GÜZELCE","U-17","3.GRUP","MUSTAFA İSPİROĞLU","YASİN ESEN","DENİZ DEMİREL"
"MİMARSİNAN BABA HAKKI STADI","29 Kasım 2015 Pazar","11:00 ","B.Ç.M.SİNAN - HADIMKÖY","U-15","2.GRUP","ALİ TÜRKER HAYRAN","ALİ CEM ZORBAY","HALİL İBRAHİM ÇETİNKOL"
"CELALİYE KEMAL KARASU STADI","29 Kasım 2015 Pazar","12:30 ","CELALİYE - ZEYTİNBURNU","ÖZEL","TMVF","CANER ERBİL","AYTEKİN DURAN","EMRE GÜLLE"
"CELALİYE KEMAL KARASU STADI","29 Kasım 2015 Pazar","14:30 ","KAMİLOBA - B.Ç.M.SİNAN","1.AL.","2.GRUP","ABDÜLKADİR ÇÖÇEN","AYTEKİN DURAN","EMRE GÜLLE"
"ÇATALCA STADI","29 Kasım 2015 Pazar","12:30 ","ÇATALCA - SULTANBEYLİ BLD.","U-15","35.GRUP","MUSTAFA BOSTAN","RUKEN DAĞ","ÖMER PELİTLİ"
"ÇATALCA STADI","29 Kasım 2015 Pazar","14:30 ","DAĞYENİCE - ORTAKÖY SİLİVRİ","1.AL.","2.GRUP","VOLKAN KARATAŞ","AHMET YAKUP AKÇAL","MEHMET KAAN AVCI"
"GÜRPINAR STADI","29 Kasım 2015 Pazar","14:30 ","GÜRPINAR - BEYOĞLU YENİÇARŞI","S.AL.","4.GRUP","OKTAY KOÇAK","EMRE DEVRAN","ÖZGÜR TOLGA ÖZCAN"
"HADIMKÖY SAHASI","29 Kasım 2015 Pazar","10:45 ","BAHÇEŞEHİR GENÇLİK - MERKEZ KAYAŞEHİR","U-17","3.GRUP","ERDİ POLAT","FATİH AKCA","YUSUF GENÇ"
"HADIMKÖY SAHASI","29 Kasım 2015 Pazar","12:30 ","BAHÇEŞEHİR SPOR - İSTANBUL KAYAŞEHİR","U-17","1.GRUP","FATİH AKCA","ERDİ POLAT","YUSUF GENÇ"
"HADIMKÖY SAHASI","29 Kasım 2015 Pazar","14:30 ","ÖMERLİ KÖYÜ - SELVİSPOR","S.AL.","8.GRUP","MURAT YAROĞLU","VOLKAN İPÇİOĞLU","İLKER YEŞİL"
"SİLİVRİ ORTAKÖY SAHASI","29 Kasım 2015 Pazar","12:30 ","SİLİVRİSPOR - B.ÇEKMECE TEPECİKSPOR","U-15","35.GRUP","AHMET YÜCETÜRK","HALİL İBRAHİM ÜNAL","CAN KAYA"
"SİLİVRİ ORTAKÖY SAHASI","29 Kasım 2015 Pazar","14:30 ","SİLİVRİ KADIKÖY - GOP.YENİKÖY","1.AL.","2.GRUP","MUSTAFA SALİH EROL","AHMET YÜCETÜRK","CAN KAYA"
"ALBAYRAK SUNİ ÇİM SAHASI","29 Kasım 2015 Pazar","09:00 ","İST. ESENLER TOKAT - ALTINTEPSİ MAKEL","U-17","25.GRUP","ÇAĞRI ONUR ÖZTÜRK","ADNAN ERZEN","VEDAT AYDIN"
"ALBAYRAK SUNİ ÇİM SAHASI","29 Kasım 2015 Pazar","10:45 ","İSTANBUL BULANCAK - YILDIZ","U-17","7.GRUP","ADNAN ERZEN","ÇAĞRI ONUR ÖZTÜRK","VEDAT AYDIN"
"ALBAYRAK SUNİ ÇİM SAHASI","29 Kasım 2015 Pazar","12:30 ","ÇAĞRIM MARMARA 1907 - YENİ ORTABAYIR","U-17","29.GRUP","HARUN SARISU","BEKİR ÇALIŞKAN","YUSUF KİREMİTCİOĞLU"
"ALBAYRAK SUNİ ÇİM SAHASI","29 Kasım 2015 Pazar","14:30 ","ESENLER - Y.GÜNEŞ","U-15","22.GRUP","BEKİR ÇALIŞKAN","HARUN SARISU","YUSUF KİREMİTCİOĞLU"
"ALİBEYKÖY STADI","29 Kasım 2015 Pazar","12:30 ","ARAPHAN - Z.YILDIZ","1.AL.","12.GRUP","KADİR SEVİM","HASAN SOLMAZ","KENAN GÜNEY"
"ALİBEYKÖY STADI","29 Kasım 2015 Pazar","14:30 ","ALİBEYKÖYSPOR - BAHÇELİEVLER OLİMPİK","U-15","10.GRUP","HASAN SOLMAZ","SERKAN KOÇ","İBRAHİM ARDA ALUÇ"
"AVCILAR BELEDİYE (FİRUZKÖY) STADI","29 Kasım 2015 Pazar","09:00 ","AVCILAR BELEDİYE - TOPKAPI","U-17","11.GRUP","CEM DOĞUHAN GİZEP","FİKRET SEREN ERDAL","HALİD BEHDİOĞLU"
"AVCILAR BELEDİYE (FİRUZKÖY) STADI","29 Kasım 2015 Pazar","10:45 ","İSTANBUL SOMA - VARDAR","U-17","13.GRUP","FİKRET SEREN ERDAL","CEM DOĞUHAN GİZEP","MEHMET ARDA KESKİN"
"AVCILAR BELEDİYE (FİRUZKÖY) STADI","29 Kasım 2015 Pazar","12:30 ","ESENKENT GENÇLİK - ESENYURT GÜMÜŞHANE","U-17","1.GRUP","MEHMET SENCER HAYRAN","UMUT KİBRİT","MEHMET ARDA KESKİN"
"AVCILAR BELEDİYE (FİRUZKÖY) STADI","29 Kasım 2015 Pazar","14:30 ","DENİZKÖŞKLER - İSTANBUL BAFRA","U-17","15.GRUP","UMUT KİBRİT","MEHMET SENCER HAYRAN","GÖKHAN KARAKOÇ"
"AYAZAĞA ATATÜRK STADI","29 Kasım 2015 Pazar","14:30 ","AYAZAĞA - HAMİDİYESPOR","U-17","9.GRUP","MEHMET TOLGA TARIK","CEM YEŞİL","SEMİH TÖRÜN"
"AYAZAĞA YUSUF TUNAOĞLU","29 Kasım 2015 Pazar","14:30 ","ULUTEPE - İSTANBUL MALATYASPOR","1.AL.","8.GRUP","VOLKAN AKTAN","ŞEYHMUS DİNÇEL","ÇAĞRI AKLAR"
"BAĞCILAR BLD. MAHMUTBEY STADI","29 Kasım 2015 Pazar","09:00 ","BAĞCILAR ORDU - BAĞCILAR İ.Y.CEMSPOR","U-15","14.GRUP","HÜSEYİN YÜKSEL","CEMAL NAİR","EKREM KILIÇ"
"BAĞCILAR BLD. MAHMUTBEY STADI","29 Kasım 2015 Pazar","10:45 ","BAĞCILAR - HÜR.EĞİTİM","U-17","21.GRUP","ALPER ÇELİK","CEMAL NAİR","EKREM KILIÇ"
"BAĞCILAR BLD. MAHMUTBEY STADI","29 Kasım 2015 Pazar","12:30 ","CFS BAĞCILAR (BAYAN) - DUDULLU","Kdn.","KADINLAR LİG","BAHADIR AKINCI","İBRAHİM YILMAZ","NİHAT ÇETİNLERDEN"
"BAĞCILAR BLD. MAHMUTBEY STADI","29 Kasım 2015 Pazar","14:30 ","YENİBOSNA - KAĞITHANE","S.AL.","8.GRUP","OZAN BİLEYCİ","MUSTAFA İLKER GÜR","ALİ ANIL ÖZDEMİR"
"BAHÇEKÖY ORMAN FAKÜLTESİ SAHASI","29 Kasım 2015 Pazar","10:00 ","KİREÇBURNU - BAKIRKÖY KARTALTEPE","U-17","23.GRUP","FERDİ SERT","DOĞAN CAN ÇALÇAP","FURKAN COŞKUN"
"BAHÇEKÖY ORMAN FAKÜLTESİ SAHASI","29 Kasım 2015 Pazar","12:00 ","SARIYER - BEYLERBEYİ","CC.U1","Coca-Cola U1","ÖMER GÜLHAN","SEMİH ÇÖLGEÇEN","HASAN ŞENER"
"BAHÇEKÖY ORMAN FAKÜLTESİ SAHASI","29 Kasım 2015 Pazar","14:30 ","SARIYER - KARTALSPOR","CC.U1","Coca-Cola U1","CEM KAAN ŞİRİN","SEMİH ÇÖLGEÇEN","HASAN ŞENER"
"BAKIRKÖY BELEDİYE 1 NOLU SAHA","29 Kasım 2015 Pazar","09:00 ","BAKIRKÖY - ÖZ Y.SELİM","U-15","24.GRUP","BURAK CERİT","FATİH BEKTAŞ","İLKAY SELÇİK"
"BAKIRKÖY BELEDİYE 1 NOLU SAHA","29 Kasım 2015 Pazar","10:45 ","GÜNGÖRENSPOR - GÜNEŞLİ","U-17","5.GRUP","FATİH BEKTAŞ","BURAK CERİT","İLKAY SELÇİK"
"BAKIRKÖY BELEDİYE 1 NOLU SAHA","29 Kasım 2015 Pazar","12:30 ","1907 A.Ç.ÇEŞME - CERRAHPAŞA","1.AL.","8.GRUP","MURAT TORAMAN","ORHAN ŞİMŞEK","GÖKHAN CELEP"
"BAKIRKÖY BELEDİYE 1 NOLU SAHA","29 Kasım 2015 Pazar","14:30 ","ALTINOVA - BAKIRKÖY","S.AL.","2.GRUP","RECEP BUĞRA ÇETİN","MERTCAN YILMAZ","OĞUZCAN DURAN"
"BAKIRKÖY BELEDİYE 2 NOLU SAHA","29 Kasım 2015 Pazar","09:00 ","BAKIRKÖY ASLAN - HARMANTEPE","U-15","6.GRUP","ŞENOL SUSAM","EMİR TUNÇ DEMİREL","RECEP AYDOĞDU"
"BAKIRKÖY BELEDİYE 2 NOLU SAHA","29 Kasım 2015 Pazar","10:30 ","THY - ÇIKSALIN","U-15","24.GRUP","EMİR TUNÇ DEMİREL","ŞENOL SUSAM","RECEP AYDOĞDU"
"BAKIRKÖY BELEDİYE 2 NOLU SAHA","29 Kasım 2015 Pazar","13:00 ","İSTANBUL ÖZÜRLÜLER S.K. - KONYA ENGELLİLERGÜC","AMP.","AMP.",NULL,NULL,NULL
"BAKIRKÖY BELEDİYE 2 NOLU SAHA","29 Kasım 2015 Pazar","14:30 ","BAKIRKÖY GENÇLİK - FATİH VATANSPOR (BAYAN)","Kdn.","KADINLAR LİG","SERKAN AYDIN","SELAHATTİN ÇITAK","GÖKHAN UYGUL"
"BAYRAMPAŞA BELEDİYE STADI","29 Kasım 2015 Pazar","10:00 ","KARTALTEPE - TERAZİDERE","1.AL.","6.GRUP","GÖKMEN DAĞ","AHMET ÜLGENSOY","MEHMET OĞUZHAN SAVAŞ"
"B.PAŞA BLD. TERAZİDERE TESİSLERİ","29 Kasım 2015 Pazar","09:00 ","CEVATPAŞA - BAYRAMPAŞA TEKNİK","U-12","16.GRUP","SÜLEYMAN BERHAN GUNER",NULL,NULL
"B.PAŞA BLD. TERAZİDERE TESİSLERİ","29 Kasım 2015 Pazar","10:00 ","GÜRZAFER - BAYRAMPAŞA DOĞAN","U-12","16.GRUP","SÜLEYMAN BERHAN GUNER",NULL,NULL
"B.PAŞA BLD. TERAZİDERE TESİSLERİ","29 Kasım 2015 Pazar","11:00 ","TUNASPOR - ALTINTEPSİ MAKEL","U-12","16.GRUP","SÜLEYMAN BERHAN GUNER",NULL,NULL
"B.PAŞA BLD. TERAZİDERE TESİSLERİ","29 Kasım 2015 Pazar","12:00 ","BAYRAMPAŞA - HAZNEDAR ÇETİNKAYA","U-12","16.GRUP","AHMET KARADAĞ",NULL,NULL
"B.PAŞA BLD. TERAZİDERE TESİSLERİ","29 Kasım 2015 Pazar","13:00 ","ALTINOVA - ES. KULÜP ATLETİK","U-12","16.GRUP","AHMET KARADAĞ",NULL,NULL
"B.PAŞA BLD. TERAZİDERE TESİSLERİ","29 Kasım 2015 Pazar","14:00 ","TERAZİDERE - BAYRAMPAŞA DEMİR","U-12","16.GRUP","AHMET KARADAĞ",NULL,NULL
"BEŞİKTAŞ BELEDİYESİ ÇİLEKLİ SAHASI","29 Kasım 2015 Pazar","16:00 ","BOĞAZİÇİ - YILDIRIMBOSNA","1.AL.","4.GRUP","GÖKALP KURT","UĞUR ÇİFTÇİ","OSMAN ŞAHİN"
"BEŞİKTAŞ BELEDİYESİ ÇİLEKLİ SAHASI","29 Kasım 2015 Pazar","18:00 ","MURADİYE - KUMKAPI SARIÇUBUK","1.AL.","12.GRUP","DENİZ HASANOĞLU","UĞUR ÇİFTÇİ","OSMAN ŞAHİN"
"BEYOĞLU STADI","29 Kasım 2015 Pazar","09:00 ","PİYALEPAŞA - İSTANBUL GÜNGÖREN","U-15","8.GRUP","EMRE BAKAR","ALPER YILDIRIM","YASİN SAYIR"
"BEYOĞLU STADI","29 Kasım 2015 Pazar","10:45 ","GALATA - FERİKÖY","U-15","4.GRUP","ALPER YILDIRIM","EMRE BAKAR","YASİN SAYIR"
"BEYOĞLU STADI","29 Kasım 2015 Pazar","12:30 ","T.TAYFUN - İST. ESENLER TOKAT","1.AL.","8.GRUP","TAYLAN ÖZGÜR ARSLAN","FARUK IŞIK","ÇAĞDAŞ UĞUR ADAŞ"
"BEYOĞLU STADI","29 Kasım 2015 Pazar","14:30 ","GALATA - İZZETTİN","S.AL.","8.GRUP","BERKAY ERDEMİR","OĞUZHAN YILMAZ","CENK FATİH DEMİRCİ"
"CEBECİ SPOR KOMPLEKSİ","29 Kasım 2015 Pazar","12:00 ","SULTANGAZİ - MAHMUTŞEVKETPAŞA","U-17","13.GRUP","CELAL ÖZAĞDAŞ","KORAY KOÇAK","AYKUT KARS"
"CEBECİ SPOR KOMPLEKSİ","29 Kasım 2015 Pazar","14:00 ","BAŞAKŞEHİR - MURATBEY","1.AL.","2.GRUP","HAKAN ERDAL","KORAY KOÇAK","AYKUT KARS"
"CFS HALI SAHA","29 Kasım 2015 Pazar","14:00 ","ATEŞTUĞLA SPOR - ÇAĞRIM MARMARA 1907","U-12","6.GRUP","İBRAHİM DOĞRU",NULL,NULL
"CFS HALI SAHA","29 Kasım 2015 Pazar","15:00 ","BAĞCILAR ASİL KARTAL - CFS BAĞCILAR","U-12","6.GRUP","İBRAHİM DOĞRU",NULL,NULL
"CFS HALI SAHA","29 Kasım 2015 Pazar","16:00 ","BAĞCILAR EĞİTİM - BAĞCILAR ORDU","U-12","6.GRUP","İBRAHİM DOĞRU",NULL,NULL
"ÇIKSALIN SAHASI","29 Kasım 2015 Pazar","09:00 ","MAHMUTŞEVKETPAŞA - EROKSPOR","U-12","8.GRUP","TALHA CENK YILDIRIM",NULL,NULL
"ÇIKSALIN SAHASI","29 Kasım 2015 Pazar","10:00 ","YILDIZ - ULUSSPOR","U-12","8.GRUP","TALHA CENK YILDIRIM",NULL,NULL
"ÇIKSALIN SAHASI","29 Kasım 2015 Pazar","11:00 ","HALİLRIFATPAŞA - OKSPOR","U-12","8.GRUP","TALHA CENK YILDIRIM",NULL,NULL
"ÇIKSALIN SAHASI","29 Kasım 2015 Pazar","12:00 ","HALİDE EDİP ADIVAR - OKMEYDANI FETİH","U-12","8.GRUP","TALHA CENK YILDIRIM",NULL,NULL
"ÇIKSALIN SAHASI","29 Kasım 2015 Pazar","13:00 ","FERİKÖY - PİYALEPAŞA","U-12","8.GRUP","HASBİ KÜRŞAD KESKİN",NULL,NULL
"ÇIKSALIN SAHASI","29 Kasım 2015 Pazar","14:00 ","SİMURG SPOR - ÇIKSALIN","U-12","8.GRUP","HASBİ KÜRŞAD KESKİN",NULL,NULL
"ÇIKSALIN SAHASI","29 Kasım 2015 Pazar","15:00 ","TÜRK TELEKOMSPOR - YENİ LEVENT KONAKLAR","U-12","8.GRUP","HASBİ KÜRŞAD KESKİN",NULL,NULL
"ESENYURT BELEDİYE STADI","29 Kasım 2015 Pazar","09:00 ","BAŞAKŞEHİR - İSTANBUL BEYLİKDÜZÜ","U-15","2.GRUP","M.GÜROL BİRBEN","ERGUN AYYILDIZ","NEVZAT TATLI"
"ESENYURT BELEDİYE STADI","29 Kasım 2015 Pazar","10:45 ","ESEN BAYBURT - FATİH HİLAL","1.AL.","10.GRUP","YENER İNCİ","BURAK KAPLAN (2)","OĞUZHAN GÜNDOĞDU"
"ESENYURT BELEDİYE STADI","29 Kasım 2015 Pazar","12:30 ","ESENYURT - BÜYÜKÇEKMECE BLD.","U-17","1.GRUP","TURGAY GÜZEL","İBRAHİM MERT HATİPOĞLU","ERKAN ERZEN"
"ESENYURT BELEDİYE STADI","29 Kasım 2015 Pazar","14:30 ","YEŞİLESENYURT - SAYALAR SPOR","U-17","3.GRUP","KADİR KEREM ERDAL","İBRAHİM MERT HATİPOĞLU","ERKAN ERZEN"
"EYÜP BELEDİYESİ RAMİ STADI","29 Kasım 2015 Pazar","12:00 ","İSTANBUL KASTAMONU - S.KARTAL","U-15","12.GRUP","MUHAMMED DOĞAN KURT","TANER ÇAKIR","MEHMET EMİR"
"EYÜP BELEDİYESİ RAMİ STADI","29 Kasım 2015 Pazar","13:30 ","ŞAFAKSPOR - GÜNGÖREN DOĞUŞ","U-15","12.GRUP","TANER ÇAKIR","MUHAMMED DOĞAN KURT","MEHMET EMİR"
"EYÜP GÜZELTEPE SAHASI","29 Kasım 2015 Pazar","11:00 ","EYÜPSPOR - ÖZALİBEYKÖY","U-12","10.GRUP","ALİ GÜN",NULL,NULL
"EYÜP GÜZELTEPE SAHASI","29 Kasım 2015 Pazar","12:00 ","AKŞEMSETTİN - GÜZELTEPE","U-12","10.GRUP","ALİ GÜN",NULL,NULL
"EYÜP GÜZELTEPE SAHASI","29 Kasım 2015 Pazar","13:00 ","YILDIZTABYA - ŞİŞLİ ANADOLU","U-12","10.GRUP","ALİ GÜN",NULL,NULL
"EYÜP KARADOLAP SAHASI","29 Kasım 2015 Pazar","10:00 ","ALİBEYKÖYSPOR - GÖKTÜRK SARAYSPOR","U-12","10.GRUP","FATİH GÖKÇE",NULL,NULL
"EYÜP KARADOLAP SAHASI","29 Kasım 2015 Pazar","11:00 ","A.PARSELLER - KARADOLAPSPOR","U-12","10.GRUP","SEYFETTİN ORAL",NULL,NULL
"EYÜP KARADOLAP SAHASI","29 Kasım 2015 Pazar","14:30 ","ÖZALİBEYKÖY - MERTER","U-17","15.GRUP","H.ŞAKİR ETİ","FATİH GÖKÇE","SEYFETTİN ORAL"
"FATİH MİMARSİNAN STADI","29 Kasım 2015 Pazar","09:00 ","ALTINYILDIZ - ŞİŞLİ YAYLA","1.AL.","10.GRUP","FİKRET HAKAN ABAY","ABDÜLKADİR KILIÇ","FURKAN BEKTAŞ"
"FATİH MİMARSİNAN STADI","29 Kasım 2015 Pazar","10:45 ","İSTANBUL KASTAMONU - ORTAÇEŞME","S.AL.","2.GRUP","ABDÜLKADİR DÜZGÜN","HAMDULLAH GÖKMEN","CUMA YILDIZTURAN"
"FATİH MİMARSİNAN STADI","29 Kasım 2015 Pazar","12:30 ","FATİH KARAGÜMRÜK - SARIYER","C.C.U","Coca-Cola U1","İSAH DEMİRCAN","ALPEREN ÜNAL","GÖKHAN GÜNAYDIN"
"FATİH MİMARSİNAN STADI","29 Kasım 2015 Pazar","14:30 ","TOPKAPI - YEŞİLKÖY","S.AL.","8.GRUP","MUZAFFER ÖNDER","EROL ERNEK","SAMET BAKİ ÜÇTEPE"
"FATİH TERİM SPOR KOMPLEKSİ 3 NOLU SAHA","29 Kasım 2015 Pazar","13:00 ","BAŞAKŞEHİR - SİVASSPOR",NULL,"Coca Cola El","İSA KOÇMAN","MEHMET EPİK","SONER AKGÖZ"
"FERİKÖY STADI","29 Kasım 2015 Pazar","09:00 ","ŞİŞLİ ANADOLU - KÜÇÜKKÖY KÜLTÜR","U-15","16.GRUP","SERVET IRKLI","MUHAMMET REFİK AKIN","MUSTAFA BOZ"
"FERİKÖY STADI","29 Kasım 2015 Pazar","10:45 ","SİMURG SPOR - EROĞLU","U-17","7.GRUP","MUHAMMET REFİK AKIN","SERVET IRKLI","MUSTAFA BOZ"
